,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,15.770910739898682,0.3578131318044447,0.31130781173706057,0.003226275401037126,,2,"{'max_depth': None, 'min_samples_split': 2}",0.9759826315075308,0.9886758805171645,0.9888923584779408,0.9891619463895455,0.9886094608478135,0.986264455547999,0.005144535991190346,1
1,15.852493524551392,0.2614595976567263,0.308164644241333,0.0032422084241980104,,3,"{'max_depth': None, 'min_samples_split': 3}",0.9753471751029086,0.9888091310357128,0.9888021414231541,0.9887600356824264,0.9882510609783336,0.9859939088445071,0.005327490572583287,3
2,20.493523406982423,2.277524107778932,0.4097754001617432,0.03415555532691007,,4,"{'max_depth': None, 'min_samples_split': 4}",0.9761107592073116,0.988894340127559,0.9886667856505444,0.9886247044653611,0.9878495488251587,0.9860292276551869,0.004971753554707108,2
3,12.987832975387573,2.349542472878168,0.22984066009521484,0.039097554395538824,10,2,"{'max_depth': 10, 'min_samples_split': 2}",0.9592946228699347,0.9745431688591567,0.9752720079129574,0.9743151455175206,0.9739083412194133,0.9714666572757965,0.006102126585306636,6
4,11.517749214172364,0.07774202897961538,0.21085844039916993,0.0033593339141284964,10,3,"{'max_depth': 10, 'min_samples_split': 3}",0.9594958673912051,0.9746789979348118,0.9754146253764213,0.9745503597122301,0.9746430662523082,0.9717565833333953,0.006138141480974641,5
5,12.141402196884155,0.8913488180324003,0.21696891784667968,0.01128347272190636,10,4,"{'max_depth': 10, 'min_samples_split': 4}",0.959832024831112,0.9748608367750045,0.975094407480669,0.9747626973772999,0.9750979420903318,0.9719295817108835,0.006050195248695584,4
6,9.274457550048828,0.3655509993838907,0.16369566917419434,0.0020483166991765254,7,2,"{'max_depth': 7, 'min_samples_split': 2}",0.9400349489561298,0.9553869773322496,0.9564628919467629,0.9545043415340086,0.9542382874506782,0.9521254894439659,0.006095151937206537,9
7,9.782027626037598,0.42732219688249806,0.16766023635864258,0.005287746038846175,7,3,"{'max_depth': 7, 'min_samples_split': 3}",0.9407005608164016,0.9557873820168903,0.9564864132887966,0.9543500882233181,0.9543846921193434,0.95234182729295,0.0058783489905585235,8
8,9.192439126968384,0.106303454657545,0.18913030624389648,0.05137106366606238,7,4,"{'max_depth': 7, 'min_samples_split': 4}",0.9410196294763941,0.9562310854148787,0.956019667102711,0.954360228198859,0.9543722786647314,0.9524005777715148,0.005744987636173999,7
9,9.13316535949707,1.776960019779442,0.1829803466796875,0.053683632785767176,5,2,"{'max_depth': 5, 'min_samples_split': 2}",0.9128646050016179,0.9346159081628024,0.9396793768680374,0.9333817060450772,0.9352302168083269,0.9311543625771723,0.009388791672106017,10
10,8.33671793937683,0.46392873498783926,0.15266833305358887,0.01011434448853999,5,3,"{'max_depth': 5, 'min_samples_split': 3}",0.9124283336415758,0.9346159081628024,0.9396793768680374,0.9333817060450772,0.9352302168083269,0.9310671083051639,0.009558848322840631,12
11,9.004542875289918,0.8838696356967166,0.14749522209167482,0.014524149899547796,5,4,"{'max_depth': 5, 'min_samples_split': 4}",0.9124283336415758,0.9346770166598575,0.9396793768680374,0.9333333333333333,0.9352302168083269,0.9310696554622261,0.0095611060545914,11
